bracket_pair_possible_flag,possible_matchup_round,seed_filled_diff,win_pct_diff,avg_margin_diff,off_rtg_diff,def_rtg_diff,net_rtg_diff,pace_diff,margin_std_diff,EloPreTourney_diff,EloEndSeason_diff,elo_recent_slope_diff,elo_peak_drop_diff,team_quality_diff,efg_pct_diff,tov_pct_diff,orb_pct_diff,drb_pct_diff,ft_rate_diff,three_pa_rate_diff,opp_efg_pct_diff,opp_tov_pct_diff,opp_orb_pct_diff,opp_drb_pct_diff,opp_ft_rate_diff,opp_three_pa_rate_diff,recent_winrate_5_diff,recent_winrate_10_diff,recent_avg_margin_5_diff,recent_avg_margin_10_diff,recent_efg_delta_diff,recent_tov_delta_diff,recent_netrtg_delta_diff,recent_opp_adj_margin_10_diff,avg_opp_elo_diff,avg_opp_net_rtg_diff,wp_vs_top25_diff,wp_vs_top50_diff,wp_vs_top100_diff,avg_margin_vs_top25_diff,avg_margin_vs_top50_diff,avg_margin_vs_top100_diff,home_win_pct_diff,away_win_pct_diff,neutral_win_pct_diff,home_avg_margin_diff,away_avg_margin_diff,neutral_avg_margin_diff,conference_team_count_diff,conference_win_pct_rank_pct_diff,conference_net_rtg_rank_pct_diff,conference_elo_rank_pct_diff,TourneyApps_diff,TourneyWPG_diff,DeepRunRate_diff,SeedAvg_diff,TourneyAppsLast3_diff,TourneyWinsLast3_diff,DeepRunsLast3_diff,TourneyAppsLast5_diff,TourneyWinsLast5_diff,DeepRunsLast5_diff,SeedAvgLast5_diff,massey_mean_available_diff,massey_median_available_diff,massey_min_available_diff,massey_max_available_diff,massey_std_available_diff,massey_range_available_diff,massey_system_count_diff,mas_COL_filled_diff,mas_MOR_filled_diff,mas_POM_filled_diff,mas_RTH_filled_diff,mas_SAG_filled_diff,mas_WLK_filled_diff,coach_tenure_years_diff,coach_tourney_apps_last5_diff,coach_tourney_wins_last5_diff,efg_pct_ratio,orb_pct_ratio,drb_pct_ratio,EloPreTourney_ratio,team_quality_ratio,same_conference_flag,same_seed_region_flag,interaction_elo_seed,interaction_net_seed,interaction_quality_seed,interaction_dreb_opp_orb,interaction_3par_opp_3par,interaction_massey_seed,target
1,1.0,3.0,-0.017857142857142905,0.7544642857142856,-3.252743807018973,-3.4186868316571974,0.1659430246382243,0.5713169642857139,-0.7874044271406024,-23.652435610842304,-23.652435610842304,-38.98817346734404,26.591534419936124,1.122681878559999,-0.019212430513068146,0.024453749176141903,0.0576156424892495,0.008371540159619606,-0.04581039012164606,-0.04634617584714901,0.023455478845813393,0.04975019527982655,-0.008371540159619606,-0.05761564248924944,-0.01719510269696145,0.06663700343997742,-0.19999999999999996,-0.19999999999999996,-1.0,-1.4,-0.0008562262926290476,0.0062421063720294045,-5.09541961433753,-1.9557007786429361,19.160815953110614,1.5068869051418226,0.3,0.036363636363636376,0.14285714285714285,5.300000000000001,0.6090909090909093,3.928571428571429,-0.04999999999999993,-0.07070707070707072,-0.02777777777777779,-0.8500000000000014,1.616161616161616,-4.444444444444445,1,-0.268939393939394,-0.13636363636363635,-0.2272727272727273,-7,-0.12941176470588234,0.08823529411764708,0.552941176470588,-2,-4,-1,-4,-6,-1,-3.5999999999999996,0.014314928425357976,0.010736196319018454,0.009202453987730008,0.024539877300613466,0.005023772707501737,0.015337423312883458,0,-0.012269938650306789,0.024539877300613466,0.039877300613496924,0.018404907975460127,0.012269938650306678,0.0030674846625766694,0,0,0,0.9611999392969859,1.1816738364842074,1.012332707942464,0.9852761093293472,1.2011507507304857,0,1,-70.95730683252691,0.4978290739146729,3.368045635679997,-7.008268464412386e-05,-0.0030883702793562664,0.04294478527607393,-5.0
1,2.0,-8.0,0.15092165898617516,6.0933179723502295,-0.06725191727372248,-6.090011166859412,6.02275924958569,7.1668202764977025,-0.6034073238736344,134.7437640758767,134.7437640758767,-22.229766538705917,10.0503201786928,5.847282663181245,-0.019667495004679125,-0.016982686615166886,0.032224856472753693,-0.03658392519903131,-0.06400966183574874,-0.038369754913119336,-0.03473469343816332,0.006730801991738228,0.03658392519903131,-0.03222485647275375,-0.05926036859355921,-0.04740873813950425,0.0,0.20000000000000007,0.0,5.9,0.020056496984545813,-0.0015779053179021396,-2.064094083142521,5.724106797087887,42.77028272761868,2.7218361787758925,1.0,0.2222222222222222,0.3571428571428571,18.0,7.666666666666667,10.404761904761905,0.0871794871794872,0.0984848484848484,-0.42857142857142855,4.876923076923077,5.090909090909091,-9.571428571428571,2,0.0,0.0,0.0,13,0.37777777777777777,-0.09999999999999998,-6.78888888888889,0,4,0,1,4,0,-7.3,0.12372188139059315,0.11809815950920244,0.15337423312883436,0.11042944785276076,-0.015778723678827145,-0.042944785276073594,0,0.1165644171779141,0.15337423312883436,0.1165644171779141,0.13190184049079756,0.11349693251533743,0.11042944785276076,0,0,0,0.9632117258835219,1.0889231850234635,0.9488291084477244,1.0791660568095816,2.043958818713861,0,1,-1077.9501126070136,-48.18207399668552,-46.77826130544996,-0.001338383582968318,0.001819061663153031,-0.9897750511247452,1.0
1,4.0,-1.0,0.1261904761904762,-0.0023809523809532607,1.0134069760845676,1.1889817101309035,-0.17557473404633583,3.0621428571428595,-5.57613513798869,30.253356086129997,30.253356086129997,-48.82064025055047,8.708778101298321,-2.745927755067582,-0.008863871635610754,-0.008833907477490549,0.006027713858947958,-0.021560947207034498,-0.006938144090073706,0.07857549956963736,-0.004800722213978703,-0.015837179718891037,0.021560947207034498,-0.006027713858947958,0.02167919006949698,0.005805807388523876,0.0,0.09999999999999998,-2.6000000000000005,0.6000000000000014,0.0069287145940707395,-0.027410504695004584,-0.17690102032311472,4.721528888653474,-19.406058638986906,-2.0338877783328964,0.6,0.11111111111111105,0.2571428571428571,11.4,8.444444444444445,9.37142857142857,0.004761904761904745,0.13888888888888884,-0.42857142857142855,-1.6285714285714263,-0.5555555555555554,-14.142857142857142,-2,0.16666666666666663,0.0,0.0,1,-0.6928104575163401,-0.1470588235294118,0.6111111111111112,0,1,0,0,2,1,-1.7999999999999998,0.005623721881390709,0.006134969325153339,0.00920245398773012,0.0,-0.0024427396788999594,-0.00920245398773012,0,0.015337423312883458,-0.006134969325153339,0.0030674846625766694,0.00920245398773012,0.006134969325153339,0.006134969325153339,0,0,0,0.9830780632411067,1.0155118790216282,0.9691948300747079,1.0167466667398672,0.8065468364399027,0,1,-30.253356086129997,0.17557473404633583,2.745927755067582,-0.0004648744444645287,0.0004561942159583552,-0.005623721881390709,-3.0
1,3.0,-4.0,0.18317972350230416,6.061059907834101,0.5336313824041099,-7.303675022080597,7.837306404484707,4.50633640552995,-2.8909620714200326,208.18090744594838,208.18090744594838,35.5239692000971,-56.33072509016847,2.346434463783936,-0.0020665753646302853,0.016335674613826595,0.0799979145874607,0.015663380598882948,0.00403924831842456,-0.053416892032452645,-0.0050266905871819145,0.03820613237720147,-0.015663380598882892,-0.07999791458746075,0.01541569778313584,0.046219044308684676,0.6000000000000001,0.5,10.2,13.3,-0.012028669396207947,-0.02035375820452187,7.380205841273238,17.51782689172567,-33.55783840920549,-2.5809905646583426,0.625,0.2121212121212121,0.2946428571428571,11.75,9.787878787878789,9.383928571428571,0.05833333333333335,0.5166666666666666,-0.8,1.6750000000000007,15.8,-15.0,-4,0.1428571428571429,0.2142857142857143,0.3571428571428571,10,1.0277777777777777,0.375,-3.638888888888889,1,6,2,3,9,3,-4.8,0.06134969325153361,0.05828220858895705,0.09815950920245409,0.046012269938650374,-0.018663566143144916,-0.05214723926380371,0,0.06134969325153372,0.09815950920245409,0.05828220858895705,0.049079754601227044,0.046012269938650374,0.05521472392638038,0,0,0,0.9960028501173578,1.2542709919748751,1.0236360977344487,1.1278279459399356,1.2577957019907229,0,1,-832.7236297837935,-31.349225617938828,-9.385737855135744,-0.00024534149178546185,-0.002468877699680154,-0.24539877300613444,17.0
1,1.0,-15.0,0.23768472906403948,10.30911330049261,8.061087532305677,-4.2894482472534605,12.350535779559138,10.909298029556666,-0.0453160719397534,222.3339463211969,222.3339463211969,-72.60790892751584,36.78655723093584,11.199165596262656,0.02327898550724644,-0.02081979681407875,0.02233744265791482,-0.050163302475898286,0.0304347826086957,0.02827428878153515,-0.02108004136690589,0.022306695689067874,0.05016330247589834,-0.02233744265791482,-0.012279719670406308,-0.08081103200472167,0.0,0.09999999999999998,-2.6000000000000005,5.300000000000001,-0.04085277183227559,-0.013875968261219312,-8.674582978547932,2.2758466242281603,122.07567715878167,6.456638747266067,1.0,0.6666666666666666,0.4571428571428571,10.0,12.333333333333334,14.371428571428572,0.033333333333333326,0.41666666666666663,-0.6,6.300000000000001,13.714285714285714,-13.8,1,0.11111111111111116,0.11111111111111116,0.11111111111111116,18,1.7777777777777777,0.5,-4.888888888888889,3,8,2,5,11,3,-6.3,0.4872188139059306,0.47085889570552153,0.5613496932515338,0.4355828220858896,-0.05510444533726112,-0.12576687116564422,0,0.4355828220858896,0.5613496932515338,0.43251533742331294,0.5521472392638037,0.4785276073619632,0.46319018404907975,0,0,0,1.047347089167281,1.0600021730970584,0.9311431344030565,1.1377150272796899,45.94345353102412,0,1,-3335.0091948179534,-185.25803669338706,-167.98748394393985,-0.002516356915288466,-0.00228487445563538,-7.308282208588959,29.0
1,2.0,8.0,-0.1459770114942529,-8.173563218390804,-0.31349288947451726,8.702124646963426,-9.015617536437944,-4.170862068965533,-0.9437974266480786,-162.90049800805923,-162.90049800805923,-24.348496710870222,10.686923784256123,-6.206842471020522,-0.010476190476190528,0.0006225343498983127,0.011211633609177263,-0.02051628480651313,0.07323313390729125,-0.005647161826937086,0.03324537772464503,-0.013274280819613848,0.02051628480651302,-0.011211633609177318,0.11644667529163866,-0.01723766164998991,-0.4,-0.20000000000000007,-7.6000000000000005,-5.699999999999999,0.031796322489391904,-0.032456877839373566,1.7071735855810033,-3.561968648292339,-6.427516033734491,-1.2960560249567412,-0.4,-0.4305555555555556,-0.26666666666666666,-13.6,-10.88888888888889,-7.266666666666667,-0.12857142857142856,-0.37777777777777777,0.07142857142857145,-7.028571428571427,-13.255555555555555,-6.392857142857143,-2,-0.2333333333333334,-0.19999999999999996,-0.30000000000000004,-15,-0.9705882352941178,-0.1470588235294118,3.5,-3,-7,-2,-5,-9,-2,4.5,-0.08537832310838434,-0.08895705521472397,-0.0950920245398773,-0.06134969325153372,0.011726658013401205,0.033742331288343586,0,-0.0950920245398773,-0.06134969325153372,-0.0858895705521473,-0.09202453987730053,-0.0858895705521473,-0.09202453987730064,0,0,0,0.9799999999999999,1.0288523158613792,0.9706873898613263,0.9098268521306276,0.5627221766770264,0,1,-1303.2039840644738,-72.12494029150355,-49.65473976816418,-0.0004209179422619592,9.734386485548037e-05,-0.6830265848670747,-32.0
1,1.0,3.0,-0.1724137931034483,-1.8965517241379315,3.5109054033272997,5.4684449979323375,-1.9575395946050378,-0.7284482758620783,6.224259331422205,-118.30248561209874,-118.30248561209874,-32.30945626465336,24.608142698404436,2.4406363704933653,0.017068965517241352,0.005620361782197575,0.026172216504542767,0.0016292081469453379,0.07899686520376176,-0.11327063740856844,0.041205675015840215,0.007978422139957975,-0.0016292081469453934,-0.026172216504542822,0.010484836937819098,-0.03082237808921634,-0.4,-0.30000000000000004,-8.799999999999999,-4.6,0.012491121221483437,-0.006002041055629431,-6.209597822654345,-3.8954900212464176,53.553238933398916,2.6857286403016287,-0.75,-0.375,-0.26666666666666666,-18.5,-9.666666666666666,-8.966666666666667,-0.07499999999999996,-0.23636363636363633,-0.5,-0.09999999999999964,-2.790909090909091,-5.75,-4,-0.2571428571428571,-0.05714285714285705,-0.22857142857142865,-6,0.125,0.125,0.75,0,0,0,0,0,0,0.0,-0.03425357873210633,-0.03834355828220859,-0.042944785276073594,-0.009202453987730008,0.010301429380012092,0.033742331288343586,0,-0.05828220858895705,0.0030674846625767804,-0.036809815950920255,-0.04907975460122693,-0.024539877300613466,-0.039877300613496924,0,0,0,1.0343949044585987,1.070049167703335,1.0024037851942313,0.9328563840374595,1.4400081597410652,0,1,-354.9074568362962,-5.872618783815113,7.321909111480096,-2.654319186073152e-06,0.0034912704126134285,-0.10276073619631898,13.0
1,1.0,3.0,-0.1597701149425288,-6.811494252873564,-3.999975314187452,6.721394167121588,-10.72136948130904,1.9858908045977017,6.600707822823008,-123.32553848822499,-123.32553848822499,21.743771766951113,49.45238583198716,-2.522061467355951,0.002000194632318708,0.03771266714221036,0.02930327868852456,0.006854234050099994,-0.01883878651383397,-0.10317598237187287,0.061759575983195314,0.001722462661929075,-0.006854234050099883,-0.02930327868852456,-0.0873303177521692,0.06083149975184332,-0.19999999999999996,-0.29999999999999993,-9.0,-15.5,-0.05508625835263614,-0.013249330946744603,-12.713742901646512,-22.05723338247671,55.2967535004484,3.812286460203489,-0.08333333333333334,-0.3,-0.38749999999999996,-7.583333333333334,-14.566666666666666,-15.0875,-0.1519607843137255,-0.24038461538461542,-0.4,-4.313725490196077,-13.307692307692307,-16.6,0,-0.25,-0.33333333333333326,-0.25,3,0.3333333333333335,0.16666666666666669,0.8333333333333339,0,0,0,1,2,1,-5.0,-0.059304703476482534,-0.06288343558282217,-0.027607361963190136,-0.07361963190184051,-0.018021019179927662,-0.046012269938650374,0,-0.05214723926380371,-0.018404907975460127,-0.08282208588957052,-0.036809815950920255,-0.07055214723926384,-0.0950920245398773,0,0,0,1.0038515035140927,1.08682452944748,1.0106828133552272,0.9282809734186754,0.6856588710116771,0,1,-369.976615464675,-32.16410844392712,-7.5661844020678535,-4.698052441354941e-05,-0.0062763497460507755,-0.1779141104294476,2.0
1,3.0,7.0,-0.1942528735632184,-5.673563218390806,-7.099776601998826,-0.3943204465524701,-6.705456155446356,-4.44772988505747,4.489301899166859,-145.24391099546165,-145.24391099546165,-5.161461366342792,37.381741985948565,-2.4449437241604404,0.009133336305940709,0.046426807760141076,-0.024337154864727095,0.018418967683632603,-0.018956114856146067,0.043609502074744844,0.03746208297554654,0.032199481912571326,-0.018418967683632603,0.024337154864727095,-0.00048619220421580733,0.01598937915014359,-0.4,-0.4,-6.199999999999999,-12.100000000000001,-0.01688749509430565,-0.012408782908611166,-9.19494197364024,-13.905240809894591,18.773947936876993,0.4759642943343536,-0.16666666666666666,-0.3,-0.3798076923076923,-2.333333333333334,-6.775,-7.264423076923077,-0.23529411764705888,-0.29166666666666663,0.26666666666666666,-6.529411764705882,-8.777777777777779,6.4,-2,-0.34523809523809523,-0.34523809523809523,-0.34523809523809523,-9,-0.1333333333333333,0.033333333333333326,2.966666666666667,-1,-2,-1,-2,-2,-1,-1.5,-0.09202453987730064,-0.0950920245398773,-0.07975460122699385,-0.0950920245398773,-0.005379172747171887,-0.015337423312883458,0,-0.1073619631901841,-0.07055214723926384,-0.09202453987730064,-0.08588957055214719,-0.0950920245398773,-0.10122699386503065,0,0,0,1.017831751835408,0.9377789847916255,1.0292342076824836,0.9165975966089038,0.6923131721080572,0,1,-1016.7073769682315,-46.93819308812449,-17.114606069123084,-0.0003392583705307022,0.0006972888632220688,-0.6441717791411045,-1.0
1,2.0,8.0,-0.1942528735632184,-6.259770114942528,-8.623569665942128,-0.5425453897655785,-8.08102427617655,-1.9649712643678185,2.4194353716148385,-156.49314151139038,-156.49314151139038,-9.775527612335281,46.65944298492468,-2.6092096258322384,0.011388699221015708,0.01863230357854012,-0.06595708531551991,-0.03542048298676115,-0.1043046041570303,-0.01104013861662373,0.022711842647333003,0.03701033304872264,0.03542048298676115,0.06595708531551991,-0.020238985153684996,-0.007254870062054053,-0.4,-0.4,-10.8,-11.8,-0.05901159142650114,-0.015144666285364011,-9.43083495598313,-14.711575427723925,27.099219325547892,1.2417079776350355,-0.16666666666666666,-0.3,-0.32386363636363635,-4.333333333333334,-7.733333333333334,-10.823863636363637,-0.23529411764705888,-0.26136363636363635,0.09999999999999998,-7.959558823529411,-8.0,-0.6000000000000001,3,-0.41666666666666663,-0.30555555555555547,-0.30555555555555547,-3,0.4444444444444444,0.16666666666666669,2.2777777777777777,-1,0,0,0,2,1,-3.0,-0.10122699386503065,-0.1073619631901841,-0.08282208588957052,-0.10122699386503065,-0.007594319966771882,-0.018404907975460127,0,-0.11042944785276076,-0.07361963190184051,-0.10122699386503065,-0.10122699386503065,-0.10429447852760743,-0.1165644171779141,0,0,0,1.022333420799629,0.8475898192125019,0.9482071810872199,0.9107147729700564,0.6782913726255573,0,1,-1251.945132091123,-64.6481942094124,-20.873677006657907,-0.001254610615015436,8.009477113067034e-05,-0.8098159509202452,6.0
